Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
Colombia Huila Washed,colombia-huila-washed,"From smallholder farms in the high valleys of Huila, Colombia's most celebrated growing region. Fully washed and carefully dried, this is a classic, approachable cup that works equally well as a pour-over or a flat white. Caramel sweetness, crisp red apple, and a clean almond finish. Medium roast.",Common Roast,"Food, Beverages & Tobacco > Beverages > Coffee & Tea > Coffee",Coffee,"single-origin,colombia,medium-roast,washed,huila",TRUE,active,CR-COL-HUI-250G-WHO,,Size,250g,,Grind,Whole Bean,,,,,20.00,,,TRUE,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,https://raw.githubusercontent.com/SagirisWebDev/Shopify-newstore/main/data/img/colombia-huila-washed.png,1,Colombia Huila Washed,,FALSE,Colombia Huila Washed — Common Roast,"Washed Colombian single-origin from Huila with caramel, red apple, and almond. Medium roast. Fresh-roasted and shipped to order.",,"Food, Beverages & Tobacco > Beverages > Coffee & Tea > Coffee",,,,,,new,FALSE,,,,,
,colombia-huila-washed,,,,,,,,CR-COL-HUI-250G-COA,,Size,250g,,Grind,Coarse,,,,,20.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,colombia-huila-washed,,,,,,,,CR-COL-HUI-250G-MED,,Size,250g,,Grind,Medium,,,,,20.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,colombia-huila-washed,,,,,,,,CR-COL-HUI-250G-FIN,,Size,250g,,Grind,Fine,,,,,20.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,colombia-huila-washed,,,,,,,,CR-COL-HUI-250G-ESP,,Size,250g,,Grind,Espresso,,,,,20.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,colombia-huila-washed,,,,,,,,CR-COL-HUI-1KG-WHO,,Size,1kg,,Grind,Whole Bean,,,,,64.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,colombia-huila-washed,,,,,,,,CR-COL-HUI-1KG-COA,,Size,1kg,,Grind,Coarse,,,,,64.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,colombia-huila-washed,,,,,,,,CR-COL-HUI-1KG-MED,,Size,1kg,,Grind,Medium,,,,,64.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,colombia-huila-washed,,,,,,,,CR-COL-HUI-1KG-FIN,,Size,1kg,,Grind,Fine,,,,,64.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,colombia-huila-washed,,,,,,,,CR-COL-HUI-1KG-ESP,,Size,1kg,,Grind,Espresso,,,,,64.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
Guatemala Antigua Honey,guatemala-antigua-honey,"Processed using the honey method — pulped but not fully washed, so the sticky fruit mucilage dries on the bean — this Antigua delivers the clarity of a washed coffee with the added sweetness of a natural. Brown sugar, sun-ripened peach, and creamy milk chocolate. Medium roast. A crowd-pleaser.",Common Roast,"Food, Beverages & Tobacco > Beverages > Coffee & Tea > Coffee",Coffee,"single-origin,guatemala,medium-roast,honey-process,antigua",TRUE,active,CR-GUA-ANT-250G-WHO,,Size,250g,,Grind,Whole Bean,,,,,19.00,,,TRUE,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,https://raw.githubusercontent.com/SagirisWebDev/Shopify-newstore/main/data/img/guatemala-antigua-honey.png,1,Guatemala Antigua Honey,,FALSE,Guatemala Antigua Honey — Common Roast,"Honey-process Guatemalan single-origin with brown sugar, peach, and milk chocolate. Medium roast. Approachable and sweet.",,"Food, Beverages & Tobacco > Beverages > Coffee & Tea > Coffee",,,,,,new,FALSE,,,,,
,guatemala-antigua-honey,,,,,,,,CR-GUA-ANT-250G-COA,,Size,250g,,Grind,Coarse,,,,,19.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,guatemala-antigua-honey,,,,,,,,CR-GUA-ANT-250G-MED,,Size,250g,,Grind,Medium,,,,,19.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,guatemala-antigua-honey,,,,,,,,CR-GUA-ANT-250G-FIN,,Size,250g,,Grind,Fine,,,,,19.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,guatemala-antigua-honey,,,,,,,,CR-GUA-ANT-250G-ESP,,Size,250g,,Grind,Espresso,,,,,19.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,guatemala-antigua-honey,,,,,,,,CR-GUA-ANT-1KG-WHO,,Size,1kg,,Grind,Whole Bean,,,,,60.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,guatemala-antigua-honey,,,,,,,,CR-GUA-ANT-1KG-COA,,Size,1kg,,Grind,Coarse,,,,,60.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,guatemala-antigua-honey,,,,,,,,CR-GUA-ANT-1KG-MED,,Size,1kg,,Grind,Medium,,,,,60.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,guatemala-antigua-honey,,,,,,,,CR-GUA-ANT-1KG-FIN,,Size,1kg,,Grind,Fine,,,,,60.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,guatemala-antigua-honey,,,,,,,,CR-GUA-ANT-1KG-ESP,,Size,1kg,,Grind,Espresso,,,,,60.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
Kenya Nyeri AA Washed,kenya-nyeri-aa-washed,"Kenya AA from the high slopes around Nyeri, processed through a traditional double-wash that amplifies the region's signature brightness. Expect an assertive, wine-like cup: blackcurrant and grapefruit on the nose, black tea body, and a long, clean finish. Light-medium roast. Not for the faint-hearted.",Common Roast,"Food, Beverages & Tobacco > Beverages > Coffee & Tea > Coffee",Coffee,"single-origin,kenya,light-roast,washed,nyeri,AA",TRUE,active,CR-KEN-NYR-250G-WHO,,Size,250g,,Grind,Whole Bean,,,,,22.00,,,TRUE,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,https://raw.githubusercontent.com/SagirisWebDev/Shopify-newstore/main/data/img/kenya-nyeri-aa-washed.png,1,Kenya Nyeri AA Washed,,FALSE,Kenya Nyeri AA Washed — Common Roast,"Washed Kenyan AA from Nyeri with blackcurrant, grapefruit, and black tea. Light-medium roast. Bright and complex.",,"Food, Beverages & Tobacco > Beverages > Coffee & Tea > Coffee",,,,,,new,FALSE,,,,,
,kenya-nyeri-aa-washed,,,,,,,,CR-KEN-NYR-250G-COA,,Size,250g,,Grind,Coarse,,,,,22.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,kenya-nyeri-aa-washed,,,,,,,,CR-KEN-NYR-250G-MED,,Size,250g,,Grind,Medium,,,,,22.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,kenya-nyeri-aa-washed,,,,,,,,CR-KEN-NYR-250G-FIN,,Size,250g,,Grind,Fine,,,,,22.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,kenya-nyeri-aa-washed,,,,,,,,CR-KEN-NYR-250G-ESP,,Size,250g,,Grind,Espresso,,,,,22.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,kenya-nyeri-aa-washed,,,,,,,,CR-KEN-NYR-1KG-WHO,,Size,1kg,,Grind,Whole Bean,,,,,70.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,kenya-nyeri-aa-washed,,,,,,,,CR-KEN-NYR-1KG-COA,,Size,1kg,,Grind,Coarse,,,,,70.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,kenya-nyeri-aa-washed,,,,,,,,CR-KEN-NYR-1KG-MED,,Size,1kg,,Grind,Medium,,,,,70.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,kenya-nyeri-aa-washed,,,,,,,,CR-KEN-NYR-1KG-FIN,,Size,1kg,,Grind,Fine,,,,,70.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,kenya-nyeri-aa-washed,,,,,,,,CR-KEN-NYR-1KG-ESP,,Size,1kg,,Grind,Espresso,,,,,70.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
Brazil Cerrado Natural,brazil-cerrado-natural,"Produced on large farms in the Cerrado Mineiro plateau — Brazil's most consistent growing region. Natural-process, sun-dried for weeks until the cherry is raisin-dark. The cup is heavy-bodied and low-acid: dark chocolate, walnut, and a lingering brown sugar sweetness. Medium-dark roast. Excellent as espresso.",Common Roast,"Food, Beverages & Tobacco > Beverages > Coffee & Tea > Coffee",Coffee,"single-origin,brazil,medium-dark-roast,natural-process,cerrado,espresso",TRUE,active,CR-BRA-CER-250G-WHO,,Size,250g,,Grind,Whole Bean,,,,,18.00,,,TRUE,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,https://raw.githubusercontent.com/SagirisWebDev/Shopify-newstore/main/data/img/brazil-cerrado-natural.png,1,Brazil Cerrado Natural,,FALSE,Brazil Cerrado Natural — Common Roast,"Natural-process Brazilian single-origin from Cerrado with dark chocolate, walnut, and brown sugar. Medium-dark roast. Excellent as espresso.",,"Food, Beverages & Tobacco > Beverages > Coffee & Tea > Coffee",,,,,,new,FALSE,,,,,
,brazil-cerrado-natural,,,,,,,,CR-BRA-CER-250G-COA,,Size,250g,,Grind,Coarse,,,,,18.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,brazil-cerrado-natural,,,,,,,,CR-BRA-CER-250G-MED,,Size,250g,,Grind,Medium,,,,,18.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,brazil-cerrado-natural,,,,,,,,CR-BRA-CER-250G-FIN,,Size,250g,,Grind,Fine,,,,,18.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,brazil-cerrado-natural,,,,,,,,CR-BRA-CER-250G-ESP,,Size,250g,,Grind,Espresso,,,,,18.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,brazil-cerrado-natural,,,,,,,,CR-BRA-CER-1KG-WHO,,Size,1kg,,Grind,Whole Bean,,,,,56.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,brazil-cerrado-natural,,,,,,,,CR-BRA-CER-1KG-COA,,Size,1kg,,Grind,Coarse,,,,,56.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,brazil-cerrado-natural,,,,,,,,CR-BRA-CER-1KG-MED,,Size,1kg,,Grind,Medium,,,,,56.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,brazil-cerrado-natural,,,,,,,,CR-BRA-CER-1KG-FIN,,Size,1kg,,Grind,Fine,,,,,56.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,brazil-cerrado-natural,,,,,,,,CR-BRA-CER-1KG-ESP,,Size,1kg,,Grind,Espresso,,,,,56.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
Peru Cajamarca Washed,peru-cajamarca-washed,"From indigenous smallholder cooperatives in the Cajamarca highlands, grown in the shade of native trees. Certified organic. This gentle, sweet coffee drinks effortlessly: floral honey, soft citrus, and a hazlenut finish. Light-medium roast. A great introduction to Peruvian specialty.",Common Roast,"Food, Beverages & Tobacco > Beverages > Coffee & Tea > Coffee",Coffee,"single-origin,peru,light-roast,washed,cajamarca,organic",TRUE,active,CR-PER-CAJ-250G-WHO,,Size,250g,,Grind,Whole Bean,,,,,19.00,,,TRUE,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,https://raw.githubusercontent.com/SagirisWebDev/Shopify-newstore/main/data/img/peru-cajamarca-washed.png,1,Peru Cajamarca Washed,,FALSE,Peru Cajamarca Washed — Common Roast,"Washed Peruvian single-origin from Cajamarca with honey, citrus, and hazelnut. Light-medium roast. Organic, shade-grown.",,"Food, Beverages & Tobacco > Beverages > Coffee & Tea > Coffee",,,,,,new,FALSE,,,,,
,peru-cajamarca-washed,,,,,,,,CR-PER-CAJ-250G-COA,,Size,250g,,Grind,Coarse,,,,,19.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,peru-cajamarca-washed,,,,,,,,CR-PER-CAJ-250G-MED,,Size,250g,,Grind,Medium,,,,,19.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,peru-cajamarca-washed,,,,,,,,CR-PER-CAJ-250G-FIN,,Size,250g,,Grind,Fine,,,,,19.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,peru-cajamarca-washed,,,,,,,,CR-PER-CAJ-250G-ESP,,Size,250g,,Grind,Espresso,,,,,19.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,peru-cajamarca-washed,,,,,,,,CR-PER-CAJ-1KG-WHO,,Size,1kg,,Grind,Whole Bean,,,,,60.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,peru-cajamarca-washed,,,,,,,,CR-PER-CAJ-1KG-COA,,Size,1kg,,Grind,Coarse,,,,,60.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,peru-cajamarca-washed,,,,,,,,CR-PER-CAJ-1KG-MED,,Size,1kg,,Grind,Medium,,,,,60.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,peru-cajamarca-washed,,,,,,,,CR-PER-CAJ-1KG-FIN,,Size,1kg,,Grind,Fine,,,,,60.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,peru-cajamarca-washed,,,,,,,,CR-PER-CAJ-1KG-ESP,,Size,1kg,,Grind,Espresso,,,,,60.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
Morning Ritual,morning-ritual,"Our house blend, built for the first cup of the day. Anchored by a Brazil natural for body and sweetness, with a Colombian washed component for brightness and clarity. Approachable, consistent, and satisfying whether you're brewing a pour-over at 6am or pulling a flat white. Milk chocolate, caramel, toasted almond. Medium roast.",Common Roast,"Food, Beverages & Tobacco > Beverages > Coffee & Tea > Coffee",Coffee,"blend,medium-roast,house-blend,everyday,espresso",TRUE,active,CR-BLD-MOR-250G-WHO,,Size,250g,,Grind,Whole Bean,,,,,17.00,,,TRUE,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,https://raw.githubusercontent.com/SagirisWebDev/Shopify-newstore/main/data/img/morning-ritual.png,1,Morning Ritual,,FALSE,Morning Ritual House Blend — Common Roast,"Common Roast house blend with milk chocolate, caramel, and toasted almond. Medium roast. Delicious as pour-over or espresso.",,"Food, Beverages & Tobacco > Beverages > Coffee & Tea > Coffee",,,,,,new,FALSE,,,,,
,morning-ritual,,,,,,,,CR-BLD-MOR-250G-COA,,Size,250g,,Grind,Coarse,,,,,17.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,morning-ritual,,,,,,,,CR-BLD-MOR-250G-MED,,Size,250g,,Grind,Medium,,,,,17.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,morning-ritual,,,,,,,,CR-BLD-MOR-250G-FIN,,Size,250g,,Grind,Fine,,,,,17.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,morning-ritual,,,,,,,,CR-BLD-MOR-250G-ESP,,Size,250g,,Grind,Espresso,,,,,17.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,morning-ritual,,,,,,,,CR-BLD-MOR-1KG-WHO,,Size,1kg,,Grind,Whole Bean,,,,,54.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,morning-ritual,,,,,,,,CR-BLD-MOR-1KG-COA,,Size,1kg,,Grind,Coarse,,,,,54.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,morning-ritual,,,,,,,,CR-BLD-MOR-1KG-MED,,Size,1kg,,Grind,Medium,,,,,54.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,morning-ritual,,,,,,,,CR-BLD-MOR-1KG-FIN,,Size,1kg,,Grind,Fine,,,,,54.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,morning-ritual,,,,,,,,CR-BLD-MOR-1KG-ESP,,Size,1kg,,Grind,Espresso,,,,,54.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
After Dark,after-dark,"A bold espresso blend for those who prefer their coffee serious. Heavy on a dark-roasted Brazilian natural, cut with a small percentage of washed Guatemalan for just enough structure. The result cuts through milk without disappearing: dark chocolate, brown sugar, and a subtle smoky cedar note in the finish. Dark roast. Designed for espresso — works well with milk.",Common Roast,"Food, Beverages & Tobacco > Beverages > Coffee & Tea > Coffee",Coffee,"blend,dark-roast,espresso-blend,milk-coffee",TRUE,active,CR-BLD-ADK-250G-WHO,,Size,250g,,Grind,Whole Bean,,,,,17.00,,,TRUE,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,https://raw.githubusercontent.com/SagirisWebDev/Shopify-newstore/main/data/img/after-dark.png,1,After Dark,,FALSE,After Dark Espresso Blend — Common Roast,"Bold dark-roast espresso blend with dark chocolate, brown sugar, and smoky cedar. Cuts beautifully through milk.",,"Food, Beverages & Tobacco > Beverages > Coffee & Tea > Coffee",,,,,,new,FALSE,,,,,
,after-dark,,,,,,,,CR-BLD-ADK-250G-COA,,Size,250g,,Grind,Coarse,,,,,17.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,after-dark,,,,,,,,CR-BLD-ADK-250G-MED,,Size,250g,,Grind,Medium,,,,,17.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,after-dark,,,,,,,,CR-BLD-ADK-250G-FIN,,Size,250g,,Grind,Fine,,,,,17.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,after-dark,,,,,,,,CR-BLD-ADK-250G-ESP,,Size,250g,,Grind,Espresso,,,,,17.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,after-dark,,,,,,,,CR-BLD-ADK-1KG-WHO,,Size,1kg,,Grind,Whole Bean,,,,,54.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,after-dark,,,,,,,,CR-BLD-ADK-1KG-COA,,Size,1kg,,Grind,Coarse,,,,,54.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,after-dark,,,,,,,,CR-BLD-ADK-1KG-MED,,Size,1kg,,Grind,Medium,,,,,54.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,after-dark,,,,,,,,CR-BLD-ADK-1KG-FIN,,Size,1kg,,Grind,Fine,,,,,54.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,after-dark,,,,,,,,CR-BLD-ADK-1KG-ESP,,Size,1kg,,Grind,Espresso,,,,,54.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
Swiss Water Decaf Colombia,swiss-water-decaf-colombia,"Decaffeinated using the Swiss Water Process — no chemicals, just water, time, and a carbon filter that strips caffeine while leaving the good stuff behind. This Colombian single-origin drinks far better than it has any right to: toffee sweetness, a hint of dried cherry, and a clean cocoa finish. Medium roast. Indistinguishable from fully caffeinated in a blind tasting.",Common Roast,"Food, Beverages & Tobacco > Beverages > Coffee & Tea > Coffee",Coffee,"decaf,colombia,medium-roast,swiss-water,single-origin",TRUE,active,CR-DEC-COL-250G-WHO,,Size,250g,,Grind,Whole Bean,,,,,20.00,,,TRUE,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,https://raw.githubusercontent.com/SagirisWebDev/Shopify-newstore/main/data/img/swiss-water-decaf-colombia.png,1,Swiss Water Decaf Colombia,,FALSE,Swiss Water Decaf Colombia — Common Roast,"Swiss Water Process decaf Colombian single-origin with toffee, dried cherry, and cocoa. Medium roast. No chemicals, no compromise.",,"Food, Beverages & Tobacco > Beverages > Coffee & Tea > Coffee",,,,,,new,FALSE,,,,,
